Date,Ticker,Currency,Open,High,Low,Close,Adj Close,Volume,Change,%Change,MarketCap
2020-03-11,MATIC-USD,USD,0.02,0.02,0.02,0.02,0.02,69073090,0.00,0.00,0
2020-03-11,TRX-USD,USD,0.02,0.02,0.01,0.01,0.01,1269759581,-0.01,-50.00,28247525376
2020-03-11,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,8740,0.00,,17388
2020-03-11,XRP-USD,USD,0.21,0.21,0.20,0.21,0.21,2130165442,0.00,0.00,157739499520
2020-03-12,ADA-USD,USD,0.04,0.04,0.02,0.02,0.02,179944370,-0.02,-50.00,23967385600
2020-03-12,ATOM-USD,USD,2.97,2.99,1.61,1.65,1.65,232086161,-1.32,-44.44,1506169472
2020-03-12,BNB-USD,USD,16.53,16.56,9.52,9.60,9.60,444641540,-6.93,-41.92,156638248960
2020-03-12,BTC-USD,USD,7913.62,7929.12,4860.35,4970.79,4970.79,-1854217605,-2942.83,-37.19,2272121585664
2020-03-12,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,167892774,0.00,,30334775296
2020-03-12,ETH-USD,USD,194.74,195.15,111.21,112.35,112.35,659905175,-82.39,-42.31,496596582400
2020-03-12,LINK-USD,USD,3.82,3.83,1.97,2.06,2.06,678674595,-1.76,-46.07,12714944512
2020-03-12,LTC-USD,USD,48.45,48.56,30.63,30.93,30.93,1122416000,-17.52,-36.16,7622200832
2020-03-12,MATIC-USD,USD,0.02,0.02,0.01,0.01,0.01,54098105,-0.01,-50.00,0
2020-03-12,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1368123604,0.00,0.00,28247525376
2020-03-12,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,5087,0.00,,17388
2020-03-12,XRP-USD,USD,0.21,0.21,0.14,0.14,0.14,-747008878,-0.07,-33.33,157739499520
2020-03-13,ADA-USD,USD,0.02,0.03,0.02,0.03,0.03,202296978,0.01,50.00,23967385600
2020-03-13,ATOM-USD,USD,1.65,1.94,1.13,1.81,1.81,310358697,0.16,9.70,1506169472
2020-03-13,BNB-USD,USD,9.52,11.35,6.96,10.83,10.83,681143272,1.31,13.76,156638248960
2020-03-13,BTC-USD,USD,5017.83,5838.11,4106.98,5563.71,5563.71,1142328043,545.88,10.88,2272121585664
2020-03-13,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,218676976,0.00,,30334775296
2020-03-13,ETH-USD,USD,112.69,137.43,95.18,133.20,133.20,2094819285,20.51,18.20,496596582400
2020-03-13,LINK-USD,USD,2.06,2.71,1.51,2.42,2.42,905688605,0.36,17.48,12714944512
2020-03-13,LTC-USD,USD,31.00,39.25,25.57,37.44,37.44,-1037696394,6.44,20.77,7622200832
2020-03-13,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,52858947,0.00,0.00,0
2020-03-13,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1816706172,0.00,0.00,28247525376
2020-03-13,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,2308,0.00,,17388
2020-03-13,XRP-USD,USD,0.14,0.16,0.12,0.16,0.16,865555781,0.02,14.29,157739499520
2020-03-14,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,65051356,0.00,0.00,23967385600
2020-03-14,ATOM-USD,USD,1.81,1.99,1.70,1.84,1.84,210130139,0.03,1.66,1506169472
2020-03-14,BNB-USD,USD,10.84,11.29,9.97,10.14,10.14,301943026,-0.70,-6.46,156638248960
2020-03-14,BTC-USD,USD,5573.08,5625.23,5125.07,5200.37,5200.37,1794767640,-372.71,-6.69,2272121585664
2020-03-14,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,113389101,0.00,,30334775296
2020-03-14,ETH-USD,USD,133.58,134.48,122.41,123.31,123.31,-144117343,-10.27,-7.69,496596582400
2020-03-14,LINK-USD,USD,2.43,2.50,2.10,2.14,2.14,448070726,-0.29,-11.93,12714944512
2020-03-14,LTC-USD,USD,37.54,37.60,34.04,34.40,34.40,-1024501310,-3.14,-8.36,7622200832
2020-03-14,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,21143753,0.00,0.00,0
2020-03-14,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1142638047,0.00,0.00,28247525376
2020-03-14,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,21,0.00,,17388
2020-03-14,XRP-USD,USD,0.16,0.16,0.15,0.15,0.15,-1984518931,-0.01,-6.25,157739499520
2020-03-15,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,67311254,0.00,0.00,23967385600
2020-03-15,ATOM-USD,USD,1.84,2.07,1.83,1.94,1.94,189440525,0.10,5.43,1506169472
2020-03-15,BNB-USD,USD,10.13,11.17,10.02,10.44,10.44,336142093,0.31,3.06,156638248960
2020-03-15,BTC-USD,USD,5201.07,5836.65,5169.28,5392.31,5392.31,-361848729,191.24,3.68,2272121585664
2020-03-15,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,119811060,0.00,,30334775296
2020-03-15,ETH-USD,USD,123.25,132.24,121.85,125.21,125.21,-165650075,1.96,1.59,496596582400
2020-03-15,LINK-USD,USD,2.14,2.36,2.05,2.11,2.11,440244557,-0.03,-1.40,12714944512
2020-03-15,LTC-USD,USD,34.41,38.23,34.20,36.44,36.44,-860481833,2.03,5.90,7622200832
2020-03-15,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,21441211,0.00,0.00,0
2020-03-15,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1158531783,0.00,0.00,28247525376
2020-03-15,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,1186,0.00,,17388
2020-03-15,XRP-USD,USD,0.15,0.16,0.15,0.15,0.15,-2097124777,0.00,0.00,157739499520
2020-03-16,ADA-USD,USD,0.03,0.03,0.02,0.02,0.02,94985577,-0.01,-33.33,23967385600
2020-03-16,ATOM-USD,USD,1.93,1.93,1.53,1.67,1.67,180527215,-0.26,-13.47,1506169472
2020-03-16,BNB-USD,USD,10.43,10.43,8.68,9.39,9.39,314940366,-1.04,-9.97,156638248960
2020-03-16,BTC-USD,USD,5385.23,5385.23,4575.36,5014.48,5014.48,-1876613826,-370.75,-6.88,2272121585664
2020-03-16,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,134329668,0.00,,30334775296
2020-03-16,ETH-USD,USD,125.00,125.00,105.17,110.61,110.61,-1194964594,-14.39,-11.51,496596582400
2020-03-16,LINK-USD,USD,2.11,2.11,1.60,1.78,1.78,539952973,-0.33,-15.64,12714944512
2020-03-16,LTC-USD,USD,36.45,36.45,30.61,32.88,32.88,-215337060,-3.57,-9.79,7622200832
2020-03-16,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,25883801,0.00,0.00,0
2020-03-16,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1159919447,0.00,0.00,28247525376
2020-03-16,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,3,0.00,,17388
2020-03-16,XRP-USD,USD,0.15,0.15,0.13,0.14,0.14,-1648453422,-0.01,-6.67,157739499520
2020-03-17,ADA-USD,USD,0.02,0.03,0.02,0.03,0.03,75837864,0.01,50.00,23967385600
2020-03-17,ATOM-USD,USD,1.67,1.84,1.65,1.73,1.73,137611388,0.06,3.59,1506169472
2020-03-17,BNB-USD,USD,9.37,10.45,9.37,10.08,10.08,288591005,0.71,7.58,156638248960
2020-03-17,BTC-USD,USD,5002.58,5371.35,4981.91,5225.63,5225.63,-32062729,223.05,4.46,2272121585664
2020-03-17,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,102697604,0.00,,30334775296
2020-03-17,ETH-USD,USD,110.41,118.99,110.41,113.94,113.94,-797411316,3.53,3.20,496596582400
2020-03-17,LINK-USD,USD,1.78,2.05,1.76,1.84,1.84,402042487,0.06,3.37,12714944512
2020-03-17,LTC-USD,USD,32.90,35.42,32.79,33.56,33.56,-1005439447,0.66,2.01,7622200832
2020-03-17,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,23719851,0.00,0.00,0
2020-03-17,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1084261693,0.00,0.00,28247525376
2020-03-17,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,99,0.00,,17388
2020-03-17,XRP-USD,USD,0.14,0.15,0.14,0.14,0.14,2134494360,0.00,0.00,157739499520
2020-03-18,ADA-USD,USD,0.03,0.03,0.02,0.03,0.03,77546807,0.00,0.00,23967385600
2020-03-18,ATOM-USD,USD,1.73,1.81,1.66,1.76,1.76,147341921,0.03,1.73,1506169472
2020-03-18,BNB-USD,USD,10.04,10.24,9.76,10.12,10.12,264539835,0.08,0.80,156638248960
2020-03-18,BTC-USD,USD,5227.11,5331.83,5069.34,5238.44,5238.44,-775904648,11.33,0.22,2272121585664
2020-03-18,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,102196814,0.00,,30334775296
2020-03-18,ETH-USD,USD,113.86,116.02,111.74,114.84,114.84,-1267047879,0.98,0.86,496596582400
2020-03-18,LINK-USD,USD,1.84,1.91,1.78,1.89,1.89,304298998,0.05,2.72,12714944512
2020-03-18,LTC-USD,USD,33.56,34.14,32.78,33.68,33.68,-1124551304,0.12,0.36,7622200832
2020-03-18,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,21128020,0.00,0.00,0
2020-03-18,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1025586853,0.00,0.00,28247525376
2020-03-18,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-18,XRP-USD,USD,0.14,0.15,0.14,0.14,0.14,1964626837,0.00,0.00,157739499520
2020-03-19,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,119348856,0.00,0.00,23967385600
2020-03-19,ATOM-USD,USD,1.76,2.13,1.75,2.06,2.06,211035988,0.30,17.05,1506169472
2020-03-19,BNB-USD,USD,10.12,12.60,10.12,12.28,12.28,407534104,2.16,21.34,156638248960
2020-03-19,BTC-USD,USD,5245.42,6329.74,5236.97,6191.19,6191.19,-538875755,945.77,18.03,2272121585664
2020-03-19,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,251888350,0.00,,30334775296
2020-03-19,ETH-USD,USD,114.84,140.53,114.73,136.59,136.59,-783115909,21.75,18.94,496596582400
2020-03-19,LINK-USD,USD,1.89,2.34,1.88,2.25,2.25,447725949,0.36,19.05,12714944512
2020-03-19,LTC-USD,USD,33.72,40.23,33.71,39.07,39.07,-137781753,5.35,15.87,7622200832
2020-03-19,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,35490951,0.00,0.00,0
2020-03-19,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1253883132,0.00,0.00,28247525376
2020-03-19,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-19,XRP-USD,USD,0.14,0.17,0.14,0.17,0.17,-1704433626,0.03,21.43,157739499520
2020-03-20,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,142131507,0.00,0.00,23967385600
2020-03-20,ATOM-USD,USD,2.06,2.45,1.87,2.16,2.16,219912722,0.10,4.85,1506169472
2020-03-20,BNB-USD,USD,12.28,13.62,10.74,11.88,11.88,433929425,-0.40,-3.26,156638248960
2020-03-20,BTC-USD,USD,6191.65,6844.26,5865.78,6198.78,6198.78,-1391598745,7.13,0.12,2272121585664
2020-03-20,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,188170528,0.00,,30334775296
2020-03-20,ETH-USD,USD,136.65,150.85,122.61,132.74,132.74,1780518878,-3.91,-2.86,496596582400
2020-03-20,LINK-USD,USD,2.25,2.60,2.09,2.25,2.25,526429075,0.00,0.00,12714944512
2020-03-20,LTC-USD,USD,39.11,43.33,35.59,38.13,38.13,242725674,-0.98,-2.51,7622200832
2020-03-20,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,33321866,0.00,0.00,0
2020-03-20,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1193679336,0.00,0.00,28247525376
2020-03-20,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,19,0.00,,17388
2020-03-20,XRP-USD,USD,0.17,0.17,0.15,0.16,0.16,-1348485940,-0.01,-5.88,157739499520
2020-03-21,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,94598889,0.00,0.00,23967385600
2020-03-21,ATOM-USD,USD,2.17,2.22,2.01,2.16,2.16,178495031,-0.01,-0.46,1506169472
2020-03-21,BNB-USD,USD,11.90,12.31,11.35,12.06,12.06,386174572,0.16,1.34,156638248960
2020-03-21,BTC-USD,USD,6206.52,6378.14,5932.82,6185.07,6185.07,-455282080,-21.45,-0.35,2272121585664
2020-03-21,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,166141811,0.00,,30334775296
2020-03-21,ETH-USD,USD,133.10,135.97,127.16,132.82,132.82,799181420,-0.28,-0.21,496596582400
2020-03-21,LINK-USD,USD,2.25,2.33,2.13,2.27,2.27,317973845,0.02,0.89,12714944512
2020-03-21,LTC-USD,USD,38.08,39.34,36.95,38.34,38.34,-856245866,0.26,0.68,7622200832
2020-03-21,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,22645062,0.00,0.00,0
2020-03-21,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1084677872,0.00,0.00,28247525376
2020-03-21,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-21,XRP-USD,USD,0.16,0.16,0.15,0.16,0.16,2068099167,0.00,0.00,157739499520
2020-03-22,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,78698656,0.00,0.00,23967385600
2020-03-22,ATOM-USD,USD,2.16,2.23,1.92,1.92,1.92,152281651,-0.24,-11.11,1506169472
2020-03-22,BNB-USD,USD,12.08,12.39,11.14,11.16,11.16,308670064,-0.92,-7.62,156638248960
2020-03-22,BTC-USD,USD,6185.56,6359.70,5823.71,5830.25,5830.25,1444959076,-355.31,-5.74,2272121585664
2020-03-22,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,161287088,0.00,,30334775296
2020-03-22,ETH-USD,USD,132.85,136.15,122.91,123.32,123.32,-387194664,-9.53,-7.17,496596582400
2020-03-22,LINK-USD,USD,2.27,2.31,1.96,1.99,1.99,295425228,-0.28,-12.33,12714944512
2020-03-22,LTC-USD,USD,38.37,39.48,35.50,35.63,35.63,-1146748267,-2.74,-7.14,7622200832
2020-03-22,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,15151044,0.00,0.00,0
2020-03-22,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,960442296,0.00,0.00,28247525376
2020-03-22,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-22,XRP-USD,USD,0.16,0.16,0.15,0.15,0.15,1864979798,-0.01,-6.25,157739499520
2020-03-23,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,92453324,0.00,0.00,23967385600
2020-03-23,ATOM-USD,USD,1.92,2.11,1.90,2.09,2.09,157578817,0.17,8.85,1506169472
2020-03-23,BNB-USD,USD,11.16,12.13,10.93,12.12,12.12,359015601,0.96,8.60,156638248960
2020-03-23,BTC-USD,USD,5831.37,6443.93,5785.00,6416.31,6416.31,-752724256,584.94,10.03,2272121585664
2020-03-23,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,166551897,0.00,,30334775296
2020-03-23,ETH-USD,USD,123.37,134.91,121.87,134.91,134.91,1264976080,11.54,9.35,496596582400
2020-03-23,LINK-USD,USD,1.99,2.24,1.95,2.24,2.24,354551260,0.25,12.56,12714944512
2020-03-23,LTC-USD,USD,35.58,38.85,35.42,38.77,38.77,-696812522,3.19,8.97,7622200832
2020-03-23,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,17378988,0.00,0.00,0
2020-03-23,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1113460487,0.00,0.00,28247525376
2020-03-23,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-23,XRP-USD,USD,0.15,0.16,0.15,0.16,0.16,2117431211,0.01,6.67,157739499520
2020-03-24,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,88827461,0.00,0.00,23967385600
2020-03-24,ATOM-USD,USD,2.10,2.23,2.08,2.14,2.14,159154280,0.04,1.90,1506169472
2020-03-24,BNB-USD,USD,12.12,12.57,11.85,12.40,12.40,333522129,0.28,2.31,156638248960
2020-03-24,BTC-USD,USD,6436.64,6789.02,6411.07,6734.80,6734.80,977270416,298.16,4.63,2272121585664
2020-03-24,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,177134005,0.00,,30334775296
2020-03-24,ETH-USD,USD,135.19,141.95,133.17,138.76,138.76,1724166785,3.57,2.64,496596582400
2020-03-24,LINK-USD,USD,2.23,2.36,2.20,2.31,2.31,321474267,0.08,3.59,12714944512
2020-03-24,LTC-USD,USD,38.75,40.75,38.27,40.49,40.49,-963041503,1.74,4.49,7622200832
2020-03-24,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,17474119,0.00,0.00,0
2020-03-24,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1086206947,0.00,0.00,28247525376
2020-03-24,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-24,XRP-USD,USD,0.16,0.16,0.16,0.16,0.16,-2138985638,0.00,0.00,157739499520
2020-03-25,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,83388813,0.00,0.00,23967385600
2020-03-25,ATOM-USD,USD,2.14,2.17,2.05,2.08,2.08,137616976,-0.06,-2.80,1506169472
2020-03-25,BNB-USD,USD,12.40,12.63,12.12,12.32,12.32,288895593,-0.08,-0.65,156638248960
2020-03-25,BTC-USD,USD,6738.72,6892.51,6536.93,6681.06,6681.06,1640434928,-57.66,-0.86,2272121585664
2020-03-25,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,163367839,0.00,,30334775296
2020-03-25,ETH-USD,USD,138.91,141.40,134.30,136.20,136.20,548191032,-2.71,-1.95,496596582400
2020-03-25,LINK-USD,USD,2.31,2.33,2.22,2.26,2.26,257497959,-0.05,-2.16,12714944512
2020-03-25,LTC-USD,USD,40.48,40.70,38.55,39.15,39.15,-1161619774,-1.33,-3.29,7622200832
2020-03-25,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,14043690,0.00,0.00,0
2020-03-25,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1051356265,0.00,0.00,28247525376
2020-03-25,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-25,XRP-USD,USD,0.16,0.16,0.16,0.16,0.16,2096308696,0.00,0.00,157739499520
2020-03-26,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,81633746,0.00,0.00,23967385600
2020-03-26,ATOM-USD,USD,2.08,2.17,2.08,2.17,2.17,116976101,0.09,4.33,1506169472
2020-03-26,BNB-USD,USD,12.33,13.22,12.26,13.22,13.22,299218749,0.89,7.22,156638248960
2020-03-26,BTC-USD,USD,6675.17,6735.46,6590.96,6716.44,6716.44,960059274,41.27,0.62,2272121585664
2020-03-26,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,162455890,0.00,,30334775296
2020-03-26,ETH-USD,USD,136.19,138.83,134.89,138.36,138.36,-1517640712,2.17,1.59,496596582400
2020-03-26,LINK-USD,USD,2.26,2.30,2.23,2.30,2.30,209695287,0.04,1.77,12714944512
2020-03-26,LTC-USD,USD,39.17,40.17,38.79,40.16,40.16,-1467003604,0.99,2.53,7622200832
2020-03-26,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,16239207,0.00,0.00,0
2020-03-26,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1012778457,0.00,0.00,28247525376
2020-03-26,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-26,XRP-USD,USD,0.16,0.18,0.16,0.18,0.18,-2058864485,0.02,12.50,157739499520
2020-03-27,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,85517314,0.00,0.00,23967385600
2020-03-27,ATOM-USD,USD,2.17,2.18,2.01,2.03,2.03,110780608,-0.14,-6.45,1506169472
2020-03-27,BNB-USD,USD,13.22,13.28,12.51,12.52,12.52,263730266,-0.70,-5.30,156638248960
2020-03-27,BTC-USD,USD,6719.39,6793.84,6466.70,6469.80,6469.80,225859999,-249.59,-3.71,2272121585664
2020-03-27,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,166326062,0.00,,30334775296
2020-03-27,ETH-USD,USD,138.37,139.90,133.94,133.94,133.94,-1488615259,-4.43,-3.20,496596582400
2020-03-27,LINK-USD,USD,2.30,2.34,2.17,2.17,2.17,222982485,-0.13,-5.65,12714944512
2020-03-27,LTC-USD,USD,40.18,40.60,38.89,38.92,38.92,-1332114026,-1.26,-3.14,7622200832
2020-03-27,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,10624036,0.00,0.00,0
2020-03-27,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,992171536,0.00,0.00,28247525376
2020-03-27,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-27,XRP-USD,USD,0.18,0.19,0.17,0.18,0.18,-1445660400,0.00,0.00,157739499520
2020-03-28,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,85338156,0.00,0.00,23967385600
2020-03-28,ATOM-USD,USD,2.03,2.03,1.89,1.97,1.97,142369491,-0.06,-2.96,1506169472
2020-03-28,BNB-USD,USD,12.53,12.53,11.82,12.19,12.19,256061862,-0.34,-2.71,156638248960
2020-03-28,BTC-USD,USD,6467.25,6467.50,6117.84,6242.19,6242.19,525487533,-225.06,-3.48,2272121585664
2020-03-28,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,169979142,0.00,,30334775296
2020-03-28,ETH-USD,USD,134.03,134.03,126.96,130.99,130.99,-722497928,-3.04,-2.27,496596582400
2020-03-28,LINK-USD,USD,2.18,2.18,2.07,2.14,2.14,234279603,-0.04,-1.83,12714944512
2020-03-28,LTC-USD,USD,38.86,39.33,37.10,38.87,38.87,-1175129851,0.01,0.03,7622200832
2020-03-28,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,13903415,0.00,0.00,0
2020-03-28,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1027379374,0.00,0.00,28247525376
2020-03-28,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-28,XRP-USD,USD,0.18,0.18,0.17,0.18,0.18,-1605041543,0.00,0.00,157739499520
2020-03-29,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,71027469,0.00,0.00,23967385600
2020-03-29,ATOM-USD,USD,1.98,1.99,1.86,1.86,1.86,99979033,-0.12,-6.06,1506169472
2020-03-29,BNB-USD,USD,12.19,12.28,11.39,11.44,11.44,218854042,-0.75,-6.15,156638248960
2020-03-29,BTC-USD,USD,6245.62,6250.47,5920.09,5922.04,5922.04,-1691080141,-323.58,-5.18,2272121585664
2020-03-29,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,156619235,0.00,,30334775296
2020-03-29,ETH-USD,USD,131.02,131.17,125.45,125.58,125.58,1348199077,-5.44,-4.15,496596582400
2020-03-29,LINK-USD,USD,2.14,2.15,2.02,2.03,2.03,178728617,-0.11,-5.14,12714944512
2020-03-29,LTC-USD,USD,38.87,38.93,37.21,37.33,37.33,-1611233063,-1.54,-3.96,7622200832
2020-03-29,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,10487526,0.00,0.00,0
2020-03-29,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,917907291,0.00,0.00,28247525376
2020-03-29,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-29,XRP-USD,USD,0.18,0.18,0.16,0.16,0.16,1996124443,-0.02,-11.11,157739499520
2020-03-30,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,81661518,0.00,0.00,23967385600
2020-03-30,ATOM-USD,USD,1.86,2.02,1.86,1.98,1.98,124918346,0.12,6.45,1506169472
2020-03-30,BNB-USD,USD,11.42,12.38,11.34,12.29,12.29,305631180,0.87,7.62,156638248960
2020-03-30,BTC-USD,USD,5925.54,6517.20,5903.23,6429.84,6429.84,-1553054139,504.30,8.51,2272121585664
2020-03-30,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,163244392,0.00,,30334775296
2020-03-30,ETH-USD,USD,125.58,133.91,125.29,132.90,132.90,-1043778582,7.32,5.83,496596582400
2020-03-30,LINK-USD,USD,2.02,2.18,2.02,2.15,2.15,220332929,0.13,6.44,12714944512
2020-03-30,LTC-USD,USD,37.26,39.32,37.26,39.14,39.14,-976632391,1.88,5.05,7622200832
2020-03-30,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,13981574,0.00,0.00,0
2020-03-30,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,1056877618,0.00,0.00,28247525376
2020-03-30,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-30,XRP-USD,USD,0.16,0.17,0.16,0.17,0.17,2131319206,0.01,6.25,157739499520
2020-03-31,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,79871856,0.00,0.00,23967385600
2020-03-31,ATOM-USD,USD,1.97,1.99,1.94,1.96,1.96,97739845,-0.01,-0.51,1506169472
2020-03-31,BNB-USD,USD,12.28,12.74,12.23,12.58,12.58,372566080,0.30,2.44,156638248960
2020-03-31,BTC-USD,USD,6430.61,6504.52,6374.16,6438.64,6438.64,-1573269556,8.03,0.12,2272121585664
2020-03-31,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,156195510,0.00,,30334775296
2020-03-31,ETH-USD,USD,132.82,134.27,131.65,133.59,133.59,-1819655571,0.77,0.58,496596582400
2020-03-31,LINK-USD,USD,2.15,2.28,2.12,2.27,2.27,239526252,0.12,5.58,12714944512
2020-03-31,LTC-USD,USD,39.12,39.37,38.68,39.30,39.30,-935880294,0.18,0.46,7622200832
2020-03-31,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,12447419,0.00,0.00,0
2020-03-31,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,756610778,0.00,0.00,28247525376
2020-03-31,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
2020-03-31,XRP-USD,USD,0.17,0.18,0.17,0.17,0.17,2101862050,0.00,0.00,157739499520
2020-04-01,ADA-USD,USD,0.03,0.03,0.03,0.03,0.03,92295629,0.00,0.00,23967385600
2020-04-01,ATOM-USD,USD,1.96,1.98,1.90,1.98,1.98,111913424,0.02,1.02,1506169472
2020-04-01,BNB-USD,USD,12.58,12.74,12.06,12.74,12.74,332222983,0.16,1.27,156638248960
2020-04-01,BTC-USD,USD,6437.32,6612.57,6202.37,6606.78,6606.78,1691720602,169.46,2.63,2272121585664
2020-04-01,DOGE-USD,USD,0.00,0.00,0.00,0.00,0.00,163418627,0.00,,30334775296
2020-04-01,ETH-USD,USD,133.61,135.63,129.73,135.63,135.63,-428337453,2.02,1.51,496596582400
2020-04-01,LINK-USD,USD,2.27,2.30,2.16,2.28,2.28,289006168,0.01,0.44,12714944512
2020-04-01,LTC-USD,USD,39.28,39.38,37.45,39.38,39.38,-990967696,0.10,0.25,7622200832
2020-04-01,MATIC-USD,USD,0.01,0.01,0.01,0.01,0.01,18880041,0.00,0.00,0
2020-04-01,TRX-USD,USD,0.01,0.01,0.01,0.01,0.01,810514942,0.00,0.00,28247525376
2020-04-01,UNI-USD,USD,0.00,0.00,0.00,0.00,0.00,0,0.00,,17388
